# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Fri Feb  5 08:20:20 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0254 0.25579 10.00000 1.0794851780 2.4881558418    0.822  3.280  3.4610 -0.131    8  0.527  0.474   225.05   102.59    63.90    51.51    41.98  1 -1.28e-07      0.00 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -3.429 -0.200 2.718 -1.697
0.0254 0.25579 10.00000 1.0794852972 2.4881558418    0.819  3.102  3.4891  0.157    8  0.527  0.474   114.93    60.85    38.80    31.04    25.26  1 -6.37e-08      0.00 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -2.986 -0.200 2.586 -1.664
0.0254 0.25579 10.00000 1.0794852972 2.4881558418    0.815  2.948  3.5134  0.407    8  0.527  0.474    65.67    38.70    25.18    20.02    16.27  1 -3.51e-08      0.00 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -2.600 -0.573 1.741 -1.941
0.0254 0.25579 10.00000 1.0794855356 2.4881558418    0.810  2.981  3.5075  0.348    8  0.527  0.474    74.79    43.01    27.85    22.17    18.03  1 -4.04e-08      0.00 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -2.681 -0.456 2.013 -1.853
0.0254 0.25579 10.00000 1.0794856548 2.4881558418    0.803  3.108  3.4859  0.130    8  0.527  0.474   121.96    63.59    40.45    32.40    26.37  1 -6.79e-08      0.00 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -3.000 -0.154 2.644 -1.622
0.0254 0.25579 10.00000 1.0794858932 2.4881558418    0.794  3.262  3.4599 -0.132    8  0.527  0.474   224.56   101.89    63.44    51.19    41.71  1 -1.28e-07      0.00 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -3.384 -0.145 2.777 -1.643
0.0254 0.25579 10.00000 1.0794861317 2.4881558418    0.784  3.387  3.4385 -0.348    8  0.528  0.474   377.82   150.13    91.83    74.56    60.80  0 -3.14e-07      0.01 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -3.696 -0.272 2.869 -1.798
0.0254 0.25579 10.00000 1.0794864893 2.4881560802    0.773  3.466  3.4244 -0.490    8  0.528  0.474   535.86   193.31   116.87    95.30    77.74  0 -1.56e-06      0.11 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -3.894 -0.194 3.266 -1.765
0.0254 0.25579 10.00000 1.0794867277 2.4881560802    0.760  3.507  3.4168 -0.569    8  0.528  0.474   651.27   221.83   133.23   108.93    88.88  0  -2.8e-06      0.47 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -3.997 0.309 4.241 -1.345
0.0254 0.25579 10.00000 1.0794870853 2.4881560802    0.746  3.525  3.4132 -0.610    8  0.529  0.474   720.97   237.81   142.33   116.56    95.12  0 -2.98e-06      0.49 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -4.043 0.307 4.288 -1.353
0.0254 0.25579 10.00000 1.0794875622 2.4881560802    0.730  3.536  3.4221 -0.594    8  0.529  0.474   690.58   229.87   137.72   112.82    92.04  0 -3.08e-06      0.50 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -4.070 0.276 4.192 -1.382
0.0254 0.25579 10.00000 1.0794875622 2.4881560802    0.729  3.332  3.4453 -0.297    8  0.529  0.474   330.66   134.41    82.50    67.05    54.63  0 -2.13e-07      0.00 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -3.559 -0.196 2.858 -1.712
0.0254 0.25579 10.00000 1.0794876814 2.4881560802    0.725  3.155  3.4737 -0.009    8  0.529  0.474   166.28    79.73    50.09    40.41    32.88  1 -1.05e-07      0.00 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -3.117 -0.053 2.803 -1.536
0.0254 0.25579 10.00000 1.0794876814 2.4881560802    0.719  2.999  3.4981  0.240    8  0.529  0.474    93.76    50.72    32.52    26.07    21.18  1 -5.76e-08      0.00 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -2.728 -0.209 2.456 -1.646
0.0254 0.25579 10.00000 1.0794879198 2.4881563187    0.710  3.030  3.4907  0.174    8  0.529  0.474   108.63    56.92    36.29    29.15    23.70  1 -6.64e-08      0.00 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -2.805 -0.059 2.713 -1.519
0.0254 0.25579 10.00000 1.0794880390 2.4881563187    0.699  3.154  3.4677 -0.048    8  0.530  0.474   181.49    84.76    53.06    42.90    34.90  1 -1.11e-07      0.00 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -3.115 0.027 2.906 -1.462
0.0254 0.25579 10.00000 1.0794882774 2.4881563187    0.686  3.303  3.4412 -0.312    8  0.530  0.474   340.04   135.77    83.18    67.77    55.19  0 -2.38e-07      0.00 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -3.487 -0.098 2.998 -1.618
0.0254 0.25579 10.00000 1.0794885159 2.4881563187    0.670  3.423  3.4213 -0.522    8  0.530  0.474   569.50   197.26   118.77    97.38    79.37  0 -2.19e-06      0.20 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -3.787 0.082 3.688 -1.514
0.0254 0.25579 10.00000 1.0794888735 2.4881563187    0.652  3.498  3.4118 -0.646    8  0.531  0.474   776.84   245.25   146.13   120.32    98.09  0 -2.86e-06      0.49 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -3.974 0.380 4.373 -1.280
0.0254 0.25579 10.00000 1.0794891119 2.4881563187    0.633  3.534  3.4129 -0.691    8  0.531  0.474   869.24   264.16   156.77   129.37   105.46  0 -3.27e-06      0.57 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -4.065 0.433 4.527 -1.246
0.0254 0.25579 10.00000 1.0794894695 2.4881565571    0.612  3.548  3.4230 -0.680    8  0.531  0.474   841.57   256.56   152.34   125.82   102.53  0 -3.48e-06      0.60 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -4.101 0.422 4.457 -1.258
0.0254 0.25579 10.00000 1.0794899464 2.4881565571    0.589  3.554  3.4804 -0.472    8  0.532  0.474   498.00   174.61   105.41    86.68    70.55  0 -1.79e-06      0.19 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 -4.116 -0.733 2.445 -2.274
0.0254 0.25579 10.00000 1.0794913769 2.4881567955    0.533 -9.999  4.0000  1.835    9  0.533  0.000     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.642e-01 3.102e-01 4.001e-03 1.996e-03 1.126e-02 -1.000 2.560e-02 29.767 29.956 29.940 29.974
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0254 0.25579 10.10000 0.0958948880 1.1358702183    0.096 -3.343  3.3629  5.166    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-18      0.00 6.778e-01 2.963e-01 4.656e-03 1.256e-03 1.139e-02 -1.000 2.589e-02 13.127 15.234 18.029 13.752
0.0254 0.25579 10.10000 0.1058055684 1.2178499699    0.105 -3.204  3.3805  5.139    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.52e-19      0.00 6.774e-01 2.967e-01 4.656e-03 1.256e-03 1.139e-02 -1.000 2.589e-02 12.781 14.886 17.672 13.405
0.0254 0.25579 10.10000 0.1063008532 1.2216829062    0.106 -3.198  3.3812  5.138    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.67e-19      0.00 6.774e-01 2.967e-01 4.656e-03 1.256e-03 1.139e-02 -1.000 2.589e-02 12.766 14.871 17.657 13.390
0.0254 0.25579 10.10000 0.1256269366 1.3553091288    0.125 -2.982  3.4069  5.097    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -5.5e-18      0.00 6.766e-01 2.975e-01 4.656e-03 1.256e-03 1.139e-02 -1.000 2.589e-02 12.225 14.328 17.100 12.849
0.0254 0.25579 10.10000 0.1454483122 1.4671177864    0.145 -2.813  3.4255  5.066    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.96e-18      0.00 6.758e-01 2.983e-01 4.656e-03 1.256e-03 1.139e-02 -1.000 2.589e-02 11.802 13.784 16.397 12.333
0.0254 0.25579 10.10000 0.1652696729 1.5606881380    0.165 -2.678  3.4389  5.041    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.1e-18      0.00 6.751e-01 2.991e-01 4.656e-03 1.256e-03 1.139e-02 -1.000 2.589e-02 11.465 13.258 15.641 11.851
0.0254 0.25579 10.10000 0.2049123943 1.7102832794    0.204 -2.461  3.4585  4.996    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.67e-18      0.00 6.739e-01 3.002e-01 4.656e-03 1.256e-03 1.139e-02 -1.000 2.589e-02 10.923 12.461 14.543 11.118
0.0254 0.25579 10.10000 0.2544658184 1.8515315056    0.254 -2.253  3.4741  4.945    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.96e-20      0.00 6.731e-01 3.010e-01 4.656e-03 1.256e-03 1.139e-02 -1.000 2.589e-02 10.403 11.764 13.639 10.470
0.0254 0.25579 10.10000 0.2679616213 1.8838988543    0.268 -2.204  3.4776  4.932    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.18e-19      0.00 6.731e-01 3.010e-01 4.656e-03 1.256e-03 1.139e-02 -1.000 2.589e-02 10.281 11.605 13.436 10.322
0.0254 0.25579 10.10000 0.3040192425 1.9608937502    0.304 -2.085  3.4860  4.902    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -3e-18      0.00 6.733e-01 3.008e-01 4.656e-03 1.256e-03 1.139e-02 -1.000 2.589e-02 9.983 11.217 12.943 9.962
0.0254 0.25579 10.10000 0.3355014026 2.0189938545    0.335 -1.992  3.4924  4.876    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.66e-17      0.00 6.771e-01 2.970e-01 4.656e-03 1.256e-03 1.139e-02 -1.000 2.589e-02 9.749 10.922 12.575 9.687
0.0254 0.25579 10.10000 0.3535726666 2.0492343903    0.353 -1.942  3.4957  4.863    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.2e-16      0.00 6.790e-01 2.951e-01 4.656e-03 1.256e-03 1.139e-02 -1.000 2.589e-02 9.624 10.768 12.390 9.542
0.0254 0.25579 10.10000 0.4031261206 2.1227879524    0.403 -1.801  3.5073  4.825    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-15      0.00 6.794e-01 2.947e-01 4.656e-03 1.256e-03 1.139e-02 -1.000 2.589e-02 9.272 10.322 11.839 9.129
0.0254 0.25579 10.10000 0.4392358661 2.1693542004    0.439 -1.693  3.5168  4.793    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.54e-15      0.00 6.794e-01 2.947e-01 4.656e-03 1.256e-03 1.139e-02 -1.000 2.589e-02 9.003 9.979 11.413 8.812
0.0254 0.25579 10.10000 0.4526795149 2.1854364872    0.452 -1.655  3.5202  4.781    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.68e-15      0.00 6.794e-01 2.947e-01 4.656e-03 1.256e-03 1.139e-02 -1.000 2.589e-02 8.908 9.858 11.265 8.702
0.0254 0.25579 10.10000 0.5022329092 2.2397441864    0.502 -1.505  3.5345  4.734    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.35e-15      0.00 6.807e-01 2.935e-01 4.637e-03 1.251e-03 1.135e-02 -1.000 2.579e-02 8.532 9.391 10.700 8.269
0.0254 0.25579 10.10000 0.5517863035 2.2851316929    0.551 -1.334  3.5522  4.675    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1  -3.6e-15      0.00 7.074e-01 2.688e-01 4.275e-03 1.153e-03 1.047e-02 -1.000 2.379e-02 8.106 8.855 10.051 7.780
0.0254 0.25579 10.10000 0.5587714314 2.2907896042    0.558 -1.310  3.5557  4.669    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -3.81e-15      0.00 7.080e-01 2.682e-01 4.267e-03 1.151e-03 1.045e-02 -1.000 2.375e-02 8.044 8.770 9.942 7.705
0.0254 0.25579 10.10000 0.6013397574 2.3220272064    0.601 -1.166  3.5757  4.638    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -5.31e-15      0.00 7.115e-01 2.650e-01 4.221e-03 1.139e-03 1.034e-02 -1.000 2.353e-02 7.685 8.276 9.315 7.274
0.0254 0.25579 10.10000 0.6508930922 2.3525381088    0.651 -0.990  3.6054  4.615    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -7.85e-15      0.00 7.151e-01 2.616e-01 4.175e-03 1.127e-03 1.023e-02 -1.000 2.327e-02 7.245 7.656 8.531 6.744
0.0254 0.25579 10.10000 0.7004466057 2.3781390190    0.700 -0.814  3.6366  4.596    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-14      0.00 7.185e-01 2.585e-01 4.133e-03 1.116e-03 1.013e-02 -1.000 2.301e-02 6.805 7.042 7.763 6.224
0.0254 0.25579 10.10000 0.7259273529 2.3897495270    0.726 -0.721  3.6540  4.588    1  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-14      0.00 7.201e-01 2.570e-01 4.083e-03 1.110e-03 1.008e-02 -1.000 2.292e-02 6.572 6.716 7.360 5.951
0.0254 0.25579 10.10000 0.7500000000 2.3998889923    0.750 -0.634  3.6699  4.579    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.73e-14      0.00 7.216e-01 2.556e-01 4.037e-03 1.103e-03 1.003e-02 -1.000 2.282e-02 6.355 6.427 7.011 5.707
0.0254 0.25579 10.10000 0.7688895464 2.4073362350    0.769 -0.571  3.6786  4.561    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.01e-14      0.00 7.236e-01 2.538e-01 4.012e-03 1.097e-03 9.971e-03 -1.000 2.268e-02 6.198 6.236 6.789 5.539
0.0254 0.25579 10.10000 0.7875221372 2.4142811298    0.787 -0.509  3.6871  4.543    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.09e-16      0.00 7.254e-01 2.520e-01 3.988e-03 1.090e-03 9.914e-03 -1.000 2.254e-02 6.042 6.051 6.577 5.376
0.0254 0.25579 10.10000 0.8000000119 2.4187245369    0.800 -0.467  3.6927  4.531    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -2.6e-14      0.00 7.266e-01 2.509e-01 3.973e-03 1.086e-03 9.877e-03 -1.000 2.246e-02 5.937 5.929 6.437 5.268
0.0254 0.25579 10.10000 0.8079285026 2.4214661121    0.807 -0.440  3.6963  4.522    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.78e-14      0.00 7.276e-01 2.501e-01 3.961e-03 1.083e-03 9.851e-03 -1.000 2.238e-02 5.869 5.851 6.349 5.199
0.0254 0.25579 10.10000 0.8232011199 2.4265761375    0.823 -0.387  3.7029  4.504    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.93e-15      0.00 7.292e-01 2.485e-01 3.940e-03 1.078e-03 9.799e-03 -1.000 2.227e-02 5.737 5.701 6.180 5.065
0.0254 0.25579 10.10000 0.8374792337 2.4311604500    0.837 -0.337  3.7089  4.485    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.52e-16      0.00 7.307e-01 2.471e-01 3.921e-03 1.072e-03 9.752e-03 -1.000 2.219e-02 5.613 5.561 6.024 4.940
0.0254 0.25579 10.10000 0.8500000238 2.4350347519    0.849 -0.293  3.7140  4.468    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -4.04e-14      0.00 7.320e-01 2.459e-01 3.905e-03 1.068e-03 9.713e-03 -1.000 2.209e-02 5.503 5.439 5.889 4.830
0.0254 0.25579 10.10000 0.8581996560 2.4375019073    0.857 -0.264  3.7171  4.455    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -4.36e-14      0.00 7.331e-01 2.449e-01 3.892e-03 1.065e-03 9.683e-03 -1.000 2.202e-02 5.430 5.359 5.801 4.757
0.0254 0.25579 10.10000 0.8719304800 2.4415137768    0.871 -0.214  3.7222  4.433    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -4.98e-14      0.00 7.347e-01 2.434e-01 3.871e-03 1.059e-03 9.634e-03 -1.000 2.192e-02 5.305 5.223 5.653 4.633
0.0254 0.25579 10.10000 0.8851716518 2.4452471733    0.884 -0.165  3.7267  4.408    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.32e-15      0.00 7.363e-01 2.420e-01 3.852e-03 1.054e-03 9.588e-03 -1.000 2.179e-02 5.182 5.092 5.511 4.512
0.0254 0.25579 10.10000 0.8976128101 2.4486401081    0.896 -0.119  3.7307  4.384    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.25e-14      0.00 7.376e-01 2.407e-01 3.836e-03 1.049e-03 9.549e-03 -1.000 2.170e-02 5.066 4.969 5.378 4.397
0.0254 0.25579 10.10000 0.8999999762 2.4492788315    0.899 -0.110  3.7314  4.379    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.62e-14      0.00 7.378e-01 2.405e-01 3.833e-03 1.049e-03 9.542e-03 -1.000 2.169e-02 5.044 4.945 5.353 4.375
0.0254 0.25579 10.10000 0.9019389153 2.4497945309    0.901 -0.102  3.7319  4.375    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.76e-14      0.00 7.381e-01 2.402e-01 3.830e-03 1.048e-03 9.534e-03 -1.000 2.167e-02 5.026 4.926 5.332 4.358
0.0254 0.25579 10.10000 0.9110949039 2.4521965981    0.910 -0.068  3.7342  4.354    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -7.46e-14      0.00 7.391e-01 2.392e-01 3.817e-03 1.044e-03 9.504e-03 -1.000 2.163e-02 4.939 4.836 5.236 4.272
0.0254 0.25579 10.10000 0.9258075953 2.4559423923    0.925 -0.010  3.7375  4.316    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -8.82e-14      0.00 7.400e-01 2.384e-01 3.807e-03 1.042e-03 9.478e-03 -1.000 2.157e-02 4.795 4.686 5.078 4.131
0.0254 0.25579 10.10000 0.9334985018 2.4578464031    0.932  0.022  3.7392  4.295    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -9.72e-14      0.00 7.396e-01 2.388e-01 3.814e-03 1.043e-03 9.497e-03 -1.000 2.161e-02 4.716 4.604 4.993 4.053
0.0254 0.25579 10.10000 0.9372267723 2.4587564468    0.936  0.038  3.7397  4.283    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1  -4.8e-14      0.00 7.390e-01 2.393e-01 3.821e-03 1.046e-03 9.514e-03 -1.000 2.164e-02 4.676 4.563 4.950 4.013
0.0254 0.25579 10.10000 0.9474356771 2.4612064362    0.946  0.082  3.7410  4.248    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -6.32e-14      0.00 7.374e-01 2.408e-01 3.845e-03 1.052e-03 9.576e-03 -1.000 2.178e-02 4.565 4.451 4.834 3.904
0.0254 0.25579 10.10000 0.9499999285 2.4618122578    0.949  0.094  3.7412  4.238    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-13      0.00 7.368e-01 2.414e-01 3.854e-03 1.055e-03 9.598e-03 -1.000 2.183e-02 4.536 4.422 4.805 3.875
0.0254 0.25579 10.10000 0.9564043283 2.4633092880    0.955  0.123  3.7413  4.212    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.33e-13      0.00 7.353e-01 2.427e-01 3.877e-03 1.061e-03 9.656e-03 -1.000 2.196e-02 4.461 4.347 4.730 3.801
0.0254 0.25579 10.10000 0.9643046856 2.4651241302    0.963  0.161  3.7406  4.175    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.51e-13      0.00 7.332e-01 2.447e-01 3.909e-03 1.070e-03 9.734e-03 -1.000 2.216e-02 4.367 4.254 4.638 3.707
0.0254 0.25579 10.10000 0.9662889838 2.4655747414    0.965  0.171  3.7403  4.165    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-13      0.00 7.320e-01 2.458e-01 3.928e-03 1.075e-03 9.785e-03 -1.000 2.222e-02 4.343 4.230 4.615 3.682
0.0254 0.25579 10.10000 0.9680318236 2.4659686089    0.967  0.180  3.7396  4.154    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.61e-13      0.00 7.307e-01 2.470e-01 3.945e-03 1.080e-03 9.829e-03 -1.000 2.233e-02 4.321 4.210 4.595 3.660
0.0254 0.25579 10.10000 0.9762731791 2.4678096771    0.975  0.220  3.7355  4.101    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.87e-13      0.00 7.241e-01 2.531e-01 4.038e-03 1.105e-03 1.006e-02 -1.000 2.287e-02 4.220 4.116 4.510 3.558
0.0254 0.25579 10.10000 0.9830437899 2.4692955017    0.982  0.250  3.7279  4.044    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.13e-13      0.00 7.160e-01 2.605e-01 4.145e-03 1.134e-03 1.032e-02 -1.000 2.346e-02 4.145 4.055 4.466 3.481
0.0254 0.25579 10.10000 0.9867252707 2.4700937271    0.986  0.261  3.7196  4.001    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -5.71e-14      0.00 7.101e-01 2.661e-01 4.220e-03 1.154e-03 1.050e-02 -1.000 2.389e-02 4.117 4.043 4.473 3.452
0.0254 0.25579 10.10000 0.9894092679 2.4706714153    0.988  0.267  3.7098  3.957    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -9.35e-15      0.00 7.046e-01 2.712e-01 4.286e-03 1.172e-03 1.066e-02 -1.000 2.421e-02 4.101 4.050 4.502 3.438
0.0254 0.25579 10.10000 0.9914025664 2.4710979462    0.990  0.280  3.7007  3.909    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -5.06e-15      0.00 7.001e-01 2.754e-01 4.338e-03 1.186e-03 1.078e-02 -1.000 2.447e-02 4.071 4.042 4.517 3.410
0.0254 0.25579 10.10000 0.9932968616 2.4715015888    0.992  0.309  3.6924  3.847    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.38e-14      0.00 6.955e-01 2.798e-01 4.386e-03 1.199e-03 1.090e-02 -1.000 2.475e-02 3.998 3.993 4.490 3.341
0.0254 0.25579 10.10000 0.9945636988 2.4717705250    0.993  0.339  3.6875  3.799    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.78e-14      0.00 6.922e-01 2.828e-01 4.417e-03 1.207e-03 1.097e-02 -1.000 2.493e-02 3.924 3.934 4.443 3.271
0.0254 0.25579 10.10000 0.9957042933 2.4720118046    0.995  0.382  3.6846  3.744    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -5.5e-14      0.00 6.891e-01 2.859e-01 4.440e-03 1.214e-03 1.103e-02 -1.000 2.503e-02 3.815 3.835 4.352 3.166
0.0254 0.25579 10.10000 0.9966259599 2.4722065926    0.995  0.422  3.6828  3.697    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -9.71e-14      0.00 6.864e-01 2.885e-01 4.451e-03 1.219e-03 1.107e-02 -1.000 2.513e-02 3.715 3.740 4.262 3.068
0.0254 0.25579 10.10000 0.9976043105 2.4724125862    0.996  0.470  3.6813  3.643    3  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -1.81e-13      0.00 6.830e-01 2.918e-01 4.444e-03 1.230e-03 1.110e-02 -1.000 2.521e-02 3.594 3.625 4.149 2.949
0.0254 0.25579 10.10000 0.9984116554 2.4725825787    0.997  0.514  3.6802  3.596    3  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -3.08e-13      0.00 6.802e-01 2.945e-01 4.409e-03 1.258e-03 1.113e-02 -1.000 2.528e-02 3.485 3.519 4.046 2.841
0.0254 0.25579 10.10000 0.9991723895 2.4727420807    0.998  0.559  3.6793  3.548    3  0.000  0.518     0.00     0.00     0.00     0.00     0.00 -1 -5.14e-13      0.00 6.773e-01 2.973e-01 4.333e-03 1.333e-03 1.115e-02 -1.000 2.538e-02 3.374 3.411 3.939 2.732
0.0254 0.25579 10.10000 0.9998296499 2.4728798866    0.999  0.600  3.6784  3.503    3  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -8.11e-13      0.00 6.749e-01 2.997e-01 4.241e-03 1.442e-03 1.116e-02 -1.000 2.541e-02 3.270 3.310 3.841 2.630
0.0254 0.25579 10.10000 1.0000000000 2.4729156494    0.999  0.612  3.6782  3.491    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -9.16e-13      0.00 6.743e-01 3.003e-01 4.216e-03 1.474e-03 1.117e-02 -1.000 2.542e-02 3.241 3.282 3.813 2.601
0.0254 0.25579 10.10000 1.0005037785 2.4730210304    0.999  0.646  3.6774  3.453    3  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-12      0.00 6.725e-01 3.021e-01 4.139e-03 1.571e-03 1.118e-02 -1.000 2.545e-02 3.155 3.199 3.732 2.516
0.0254 0.25579 10.10000 1.0011123419 2.4731481075    1.000  0.691  3.6764  3.405    3  0.000  0.483     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-12      0.00 6.703e-01 3.041e-01 4.055e-03 1.680e-03 1.119e-02 -1.000 2.554e-02 3.042 3.090 3.626 2.404
